"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_21","exp_avant_21","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_21","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_21","NB_CLUB_AVANT_21","TOP_50_AVANT_21","TOP_50_150_AVANT_21","top_restant_AVANT_21","France U16","France U17","France U18","France U19","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","Y"
1781,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM CLAIREFONTAINE",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00068,13.35,2,"0","1","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,10,674,8,NA,9,528,6,0
1794,"Milieu",8,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24.4,1,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,0
1805,"Gardien de But",7,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,17.64,17.64,17.64,17.64,17.64,17.64,NA,17.64,NA,NA,0,6.7,1,"0","0","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1816,"Defenseur",3,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019,45.45,1,"0","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,197,2,1
1829,"Defenseur",11,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014,17.24,3,"0","1","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1830,"Milieu",9,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1831,"Attaquant",4,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",2,1,15.53,14.32,14.83,14.32,14.42,14.42,13.82,13.51,13.51,13.79,0.00012,5.74,3,"1","0","1",1,1,1,1,NA,2,100,1,NA,12,548,7,4,10,621,7,NA,1,90,1,0
1856,"Defenseur",5,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,8.62,2,"0","0","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1898,"Milieu",9,"Congo","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62.75,1,"1","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1901,"Defenseur",11,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,0,NA,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,NA,0.00014,9.55,2,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,323,4,1,8,552,6,1
1911,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.25,1,"1","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1947,"Defenseur",5,"Sénégal","CFM - ACADEMY AS MONACO FC","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00024,20.57,4,"0","1","1",1,1,1,1,NA,13,1074,12,NA,8,671,8,NA,4,355,4,1,16,1352,16,0
1964,"Defenseur",3,"France","CFM - ACADEMY AS MONACO FC","aucun",1,1,NA,18.34,18.34,18.34,18.67,18.67,18.34,18.34,18.34,NA,5e-05,9.23,4,"1","1","0",1,1,1,1,NA,5,275,3,NA,6,459,6,NA,2,145,2,NA,18,1600,17,1
1992,"Gardien de But",11,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.59,2,"0","0","1",1,0,1,1,NA,4,360,4,NA,NA,NA,NA,NA,1,90,1,NA,4,316,4,0
2003,"Attaquant",1,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00391,42.67,1,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,77,1,NA,2,22,NA,0
2026,"Milieu",3,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",1,1,NA,17.17,17.17,17.17,15.74,15.74,17.17,17.17,17.17,NA,0.00016,8.02,3,"0","1","0",1,1,1,1,1,12,702,10,NA,6,294,4,NA,8,515,6,1,7,316,3,1
2065,"Milieu",6,"Algérie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-04,13.46,2,"1","0","0",0,1,0,0,NA,NA,NA,NA,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2071,"Defenseur",12,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",1,1,20,20,20,20,20,20,NA,NA,NA,NA,4e-05,13.81,2,"0","1","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2090,"Defenseur",9,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,566,6,0
2098,"Gardien de But",2,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.96,3,"1","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1216,14,0
2099,"Defenseur",8,"Sénégal","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00051,19.79,3,"1","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2115,"Attaquant",3,"Cote d'ivoire","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM REIMS",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00084,16.4,3,"0","0","1",1,0,1,0,NA,2,180,2,NA,NA,NA,NA,2,3,190,3,NA,NA,NA,NA,0
2133,"Attaquant",1,"France","aucun","aucun",2,0,13.5,14.43,14.71,14.43,14.71,14.71,14.89,14.52,14.52,13.02,0.00083,8.39,4,"1","1","0",1,0,1,0,1,3,122,1,NA,NA,NA,NA,9,12,671,8,NA,NA,NA,NA,1
2194,"Gardien de But",6,"Congo","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.01,1,"0","0","0",1,0,0,1,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,357,5,0
2231,"Defenseur",10,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,19.4,3,"1","0","1",1,1,1,1,NA,3,270,3,NA,12,1002,11,1,10,601,7,NA,6,436,5,1
2296,"Milieu",2,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,10.48,1,"0","0","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2309,"Defenseur",7,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46.39,1,"1","0","0",1,1,1,1,1,15,1194,14,1,17,1453,16,1,5,362,5,NA,12,1023,12,1
2350,"Defenseur",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00024,29.8,2,"1","1","0",1,1,1,1,NA,4,300,3,NA,5,377,4,NA,2,171,2,NA,20,1552,18,0
2353,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.82,2,"0","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,NA,5,450,5,0
2368,"Milieu",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,15.64,15.64,15.64,14.82,14.82,15.64,15.64,15.64,NA,0.00015,10.66,2,"1","0","0",1,1,1,1,3,12,903,9,2,15,1214,15,1,12,859,10,1,16,1122,13,0
2369,"Attaquant",2,"Cameroun","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00214,19.46,2,"1","0","0",0,1,0,1,NA,NA,NA,NA,NA,3,182,2,NA,NA,NA,NA,NA,2,104,2,0
2372,"Attaquant",12,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00069,8.06,3,"1","0","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2386,"Milieu",2,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,7.31,2,"1","0","0",1,1,1,1,NA,6,368,5,NA,2,115,1,NA,8,564,7,NA,11,634,7,0
2416,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00114,16.81,1,"1","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2438,"Defenseur",2,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,12.49,3,"1","0","0",1,0,1,1,NA,1,90,1,NA,NA,NA,NA,NA,2,180,2,NA,13,979,12,0
2444,"Defenseur",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,18.68,16.92,15.17,16.92,16.51,16.51,15.17,16.92,16.92,18.68,0.00017,9.78,2,"1","1","0",1,0,1,1,NA,8,322,3,NA,NA,NA,NA,NA,6,478,5,1,3,270,3,1
2450,"Defenseur",1,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,9.92,1,"0","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,136,2,1,12,788,9,0
2465,"Gardien de But",3,"Tunisie","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.19,2,"0","1","1",1,1,1,1,NA,2,180,2,NA,2,180,2,NA,1,90,1,NA,2,180,2,0
2481,"Attaquant",3,"France","aucun","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00089,15.8,1,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,427,5,0
2502,"Defenseur",3,"Guadeloupe","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.99,2,"1","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,608,7,NA,10,841,10,0
2518,"Defenseur",10,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2522,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2586,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932,40.25,1,"0","0","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2595,"Defenseur",8,"Cap-Vert","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,1,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,450,4,0
2609,"Defenseur",7,"France","CFM - LOSC LILLE ASSOCIATION","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.11,1,"1","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2612,"Milieu",8,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00196,21.25,1,"0","1","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2619,"Milieu",4,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,12.6,3,"0","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,454,4,1,2,76,NA,0
2632,"Attaquant",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00279,44.88,1,"0","0","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2641,"Attaquant",3,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00132,17.65,3,"1","0","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2663,"Milieu",8,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,411,4,1
2670,"Attaquant",6,"Guadeloupe","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00051,16.88,1,"0","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2687,"Attaquant",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2690,"Milieu",11,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00062,35.11,1,"0","1","0",0,1,1,1,NA,NA,NA,NA,1,13,774,8,1,6,379,4,1,8,488,5,0
2694,"Defenseur",8,"France","aucun","aucun",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00028,15.37,1,"1","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2711,"Gardien de But",7,"France","aucun","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.17,2,"1","0","0",1,1,1,1,NA,10,900,10,NA,12,1080,12,NA,5,450,5,NA,3,224,2,0
2716,"Attaquant",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",3,1,13.88,14.54,14.79,14.54,14.54,14.54,14.79,14.54,14.54,13.88,0.00046,7.71,6,"1","1","1",1,1,1,0,12,17,1026,10,4,19,1240,13,4,10,426,4,NA,NA,NA,NA,0
2738,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,8,596,6,NA,12,959,11,0
2773,"Milieu",9,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,14.35,15.25,13.58,15.25,16.11,16.11,13.19,15.5,15.5,18.59,4e-05,9.52,2,"0","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,346,4,NA,6,342,4,1
2780,"Milieu",5,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",1,0,15.75,15.19,15.41,15.19,15.39,15.39,14.63,14.76,14.76,14.83,0.00012,8.85,2,"1","1","0",1,1,1,0,NA,3,115,1,1,6,216,3,NA,3,111,2,NA,NA,NA,NA,0
2784,"Defenseur",11,"France","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,23.26,3,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,1,44,NA,0
2797,"Defenseur",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,14.51,15.13,15.13,15.13,15.13,15.13,NA,NA,NA,NA,6e-05,6.76,4,"1","1","1",0,1,0,1,NA,NA,NA,NA,NA,6,387,3,NA,NA,NA,NA,2,11,784,9,0
2804,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,360,4,0
2809,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,15.73,3,"1","0","1",1,1,0,1,2,12,815,8,NA,7,449,4,NA,NA,NA,NA,NA,1,35,NA,0
2819,"Attaquant",5,"Congo","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00154,8.68,3,"1","1","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2824,"Attaquant",11,"France","aucun","PEM - PEM CLAIREFONTAINE",6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00079,6.98,1,"1","0","0",1,0,0,1,NA,3,118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,178,2,0
2837,"Milieu",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,12.71,1,"1","0","0",1,1,1,1,NA,2,154,2,2,9,678,7,NA,6,428,5,NA,6,350,4,1
2842,"Milieu",6,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019,11.43,2,"0","1","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,31,NA,0
2851,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,1,NA,16.48,15.35,16.48,16.48,16.48,15.35,16.48,16.48,19.12,0,10.32,2,"0","0","1",1,0,1,1,NA,7,600,7,NA,NA,NA,NA,NA,5,406,5,NA,4,360,4,1
2863,"Milieu",10,"France","CFM - ACADEMY AS MONACO FC","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,7.67,2,"0","1","1",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2876,"Attaquant",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00125,20.9,2,"1","0","0",0,1,1,1,NA,NA,NA,NA,NA,8,523,7,NA,5,372,4,1,3,172,2,1
2907,"Milieu",11,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,15.43,15.43,NA,15.43,15.43,15.43,NA,15.43,15.43,15.43,8e-05,8.02,2,"1","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2923,"Attaquant",3,"Guadeloupe","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,6,11,630,7,6,20,1227,14,1,5,251,3,1,14,1018,12,0
2939,"Milieu",3,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2940,"Attaquant",9,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,11.4,11.4,NA,11.4,11.4,11.4,NA,11.4,11.4,11.4,0.00037,7.02,4,"1","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2943,"Milieu",9,"Algérie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00105,10.82,1,"1","0","0",1,1,1,1,NA,3,189,1,2,6,424,4,10,9,574,7,1,16,1202,14,1
2962,"Milieu",1,"France","aucun","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24.9,1,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,875,11,0
2971,"Milieu",4,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24.08,1,"0","1","0",0,1,0,1,NA,NA,NA,NA,NA,8,620,7,NA,NA,NA,NA,NA,5,349,4,0
3008,"Milieu",7,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00029,9.96,3,"0","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,NA,4,263,4,0
3025,"Attaquant",8,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00083,16.46,2,"0","0","1",0,1,1,1,NA,NA,NA,NA,NA,4,178,1,3,5,313,4,NA,15,549,4,0
3035,"Defenseur",1,"Bénin","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"0","0","0",1,1,1,0,NA,2,112,1,NA,1,90,1,NA,1,90,1,NA,NA,NA,NA,1
3050,"Milieu",6,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,9.34,3,"0","1","0",1,1,1,1,1,7,479,5,NA,15,996,11,NA,1,65,1,NA,2,87,1,0
3094,"Milieu",9,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00047,54.36,1,"0","1","0",0,1,0,1,NA,NA,NA,NA,NA,4,223,2,NA,NA,NA,NA,1,15,900,10,0
3104,"Milieu",2,"Burkina Faso","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","PEM - PEM AIX EN PROVENCE",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
3114,"Milieu",7,"Cameroun","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,NA,NA,2,56,NA,0
3118,"Attaquant",7,"France","aucun","aucun",4,1,14.56,14.56,14.56,14.56,14.56,14.56,NA,NA,NA,NA,0.00055,12.18,3,"1","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,11,583,6,2,16,1147,15,0
3136,"Milieu",5,"Maroc","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00039,15.11,1,"0","1","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3160,"Defenseur",2,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00031,25.9,3,"1","0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
